"number","title","pageid","namespace","length","touched"
"8640","Fußnähe","4052901","","604","20200330173323"
"8641","Korrespondentin","4052922","","526","20191231140525"
"8642","Berichterstatterin","4052924","","621","20191016091728"
"8643","Journalistin","4052929","","492","20191016091729"
"8644","Reporterin","4052933","","483","20200101043832"
"8645","Rebellin","4053854","","394","20191016091749"
"8646","Wiel","4053971","","1317","20200123133517"
"8647","Produzentin","4054089","","512","20191001100559"
"8648","Schrittgeschwindigkeit","4054117","","483","20200614120042"
"8649","Schwärmerin","4054443","","367","20191017093444"
"8650","Verführerin","4055020","","426","20191017093549"
"8651","Ermöglichung","4061353","","373","20191007153035"
"8652","Erfinderin","4061417","","708","20200424133931"
"8653","Messdienerin","4061893","","328","20200401065855"
"8654","Kürschnerin","4062536","","411","20200705171512"
"8655","Hirtin","4063467","","438","20191016091904"
"8656","Fechterin","4063499","","411","20191016091906"
"8657","Sportlerin","4063502","","541","20200420151328"
"8658","Webkonferenz","4064099","","74","20170618153715"
"8659","Beutekunst","4067658","","306","20191007153447"
"8660","Denunziantin","4067681","","363","20191007153449"
"8661","Denunziation","4067693","","497","20191007153451"
"8662","Selbstdarstellung","4067842","","476","20190928202940"
"8663","Hunnin","4068089","","401","20191017094032"
"8664","Awarin","4068165","","453","20191017094042"
"8665","Chasarin","4068204","","344","20190316211303"
"8666","Vermieterin","4068424","","369","20191016092006"
"8667","Hurriterin","4068458","","332","20190316211357"
"8668","Ibererin","4068466","","426","20200401040004"
"8669","Illyrerin","4068482","","446","20191017094102"
"8670","Karerin","4068501","","450","20191017094106"
"8671","Keltibererin","4068515","","483","20191017094109"
"8672","Kumanin","4068536","","439","20191017094115"
"8673","Lusitanerin","4068632","","470","20191017094129"
"8674","Plünderin","4068965","","247","20191007153631"
"8675","Bezirksregierung","4072133","","304","20191112080434"
"8676","Röntgenfluoreszenz","4072203","","193","20160729020940"
"8677","Kodierungsrichtlinie","4072314","","367","20191007153848"
"8678","Wohltäterin","4076886","","529","20191102083537"
"8679","Hauptzeugin","4078275","","435","20191207171202"
"8680","Erzählerin","4078734","","619","20191018173049"
"8681","Kunsthändlerin","4079818","","364","20200425112325"
"8682","Vorbereitung","4082201","","243","20200101205055"
"8683","Militärregierung","4083095","","602","20191109131118"
"8684","Zeitscheibe","4083727","","352","20191007154546"
"8685","Koordinatenachse","4084578","","361","20191007154904"
"8686","Bremskraft","4086233","","321","20191007155417"
"8687","Hüpfburg","4086708","","383","20191007155433"
"8688","Dienerin","4088773","","290","20191016092346"
"8689","Geistigkeit","4096931","","210","20191016092447"
"8690","Spiritualität","4096932","","594","20191102100135"
"8691","Feuerprobe","4100010","","400","20191007160501"
"8692","Mischpoke","4111518","","1043","20190928203057"
"8693","Marille","4113433","","982","20191113231545"
"8694","Volksmarine","4114433","","364","20191016092713"
"8695","Drehtür","4114712","","371","20191007160818"
"8696","Einzelheit","4117415","","319","20191007160907"
"8697","Schnitzerei","4120823","","131","20191005123349"
"8698","Erwiderung","4120841","","330","20200531072427"
"8699","Elbmetropole","4120930","","233","20190319032301"
"8700","Elbstadt","4120933","","160","20190319032302"
"8701","Stehlampe","4121155","","378","20200101143347"
"8702","Rahne","4121427","","300","20191014121109"
"8703","Verräterin","4122349","","244","20191016092927"
"8704","Käsereibe","4122438","","507","20191018133148"
"8705","Küchenreibe","4122440","","335","20191016092940"
"8706","Reibe","4122442","","409","20200101034022"
"8707","Charakterlosigkeit","4126901","","340","20191007161518"
"8708","Renault","4137273","","2180","20200512070211"
"8709","Vakanz","4139334","","540","20191005123531"
"8710","Widrigkeit","4143043","","244","20191201180640"
"8711","Vogelhochzeit","4160085","","405","20191111060516"
"8712","Bürgerin","4168110","","255","20191016093507"
"8713","Ansage","4169837","","362","20191026135607"
"8714","Eidgenossenschaft","4170107","","317","20191016093539"
"8715","Blötsch","4171316","","441","20191017102133"
"8716","Kitsche","4171648","","373","20191017102201"
"8717","Überfremdung","4173215","","255","20191017102321"
"8718","Zwetsche","4173308","","226","20191010131519"
"8719","Vorgabe","4174267","","466","20191125152248"
"8720","Volksetymologie","4179246","","432","20191017102544"
"8721","Bundespolizei","4181170","","498","20191206211928"
"8722","Empfangsdame","4181351","","384","20191007164048"
"8723","Fachhochschule","4181369","","629","20191016094058"
"8724","Vorkehrung","4184533","","151","20200125230058"
"8725","Prinzeß","4186190","","790","20191001135223"
"8726","Prinzess","4186300","","319","20191001135225"
"8727","Mittagspause","4188553","","479","20191007165401"
"8728","Kulturgeschichte","4190267","","485","20191007165520"
"8729","Anwältin","4190680","","366","20191007165528"
"8730","Ostalgie","4190980","","2682","20191113211011"
"8731","Schwarzseherei","4191095","","439","20191005123802"
"8732","Schweigeminute","4191108","","454","20191007165538"
"8733","Lesart","4195727","","372","20200317233709"
"8734","Aufmachung","4196071","","401","20191016094918"
"8735","Entscheidungsbefugnis","4196078","","222","20170524111111"
"8736","Assistentin","4197032","","352","20191007165951"
"8737","Niedlichkeit","4198089","","139","20190316225856"
"8738","Hinsicht","4199227","","252","20191016095005"
"8739","Täubin","4200470","","427","20191017103621"
"8740","Skua","4201518","","326","20191016095054"
"8741","Wärmeleitpaste","4203718","","160","20200126001949"
"8742","Gemeinheit","4207817","","258","20191016095232"
"8743","Ermächtigung","4212425","","192","20191016095722"
"8744","Gestaltung","4212743","","1064","20200605145705"
"8745","Neisse","4213993","","624","20190930062043"
"8746","Aufmercksamkeit","4215826","","82","20191003052042"
"8747","Heylung","4215887","","75","20191003052048"
"8748","Notärztin","4219199","","333","20191016100008"
"8749","Silbermöwe","4220250","","542","20200219231907"
"8750","Kamelle","4220559","","636","20191216215200"
"8751","Abreicherung","4222203","","144","20200605110937"
"8752","Akrozyanose","4222213","","177","20170516004346"
"8753","Alpengegend","4222225","","76","20131214222730"
"8754","Arbeitsmethode","4222553","","192","20170516004355"
"8755","Arsenbestimmung","4222615","","118","20160729150137"
"8756","Arsengruppe","4222624","","155","20160729150137"
"8757","Arsenmenge","4222747","","93","20131215160715"
"8758","Arsensäure","4222781","","132","20170524211511"
"8759","Arsenverbindung","4222799","","264","20191016100050"
"8760","Arsenvergiftung","4222809","","245","20191016100051"
"8761","Arsinsäure","4222817","","98","20160729150206"
"8762","Arsonsäure","4222820","","98","20160729150207"
"8763","Arztfamilie","4222983","","134","20160126192436"
"8764","Atomemissionsspektrometrie","4222990","","103","20160729150219"
"8765","Ausgangssubstanz","4223010","","193","20180401021025"
"8766","Beize","4223449","","465","20191016100208"
"8767","Biolumineszenz","4223475","","225","20191016100213"
"8768","Bioorganik","4223478","","114","20190314071810"
"8769","Organik","4223479","","175","20191016100213"
"8770","Butylgruppe","4223534","","101","20170524211530"
"8771","Charakterisierung","4223551","","312","20191115154225"
"8772","Dysenterie","4223627","","157","20170618154705"
"8773","Eingrenzung","4223634","","137","20170524211532"
"8774","Enthaarung","4223882","","157","20170524211533"
"8775","Entkopplung","4223917","","211","20191016100225"
"8776","Erblindung","4223975","","207","20191016100226"
"8777","Erfassung","4224018","","241","20191016100227"
"8778","Fachwelt","4224240","","230","20191016100238"
"8779","Lisl","4224461","","167","20191012082601"
"8780","Flammenfärbung","4224629","","137","20160126192511"
"8781","Fluoreszenzmessung","4224631","","156","20160126192513"
"8782","Forschungseinrichtung","4224634","","262","20191016100256"
"8783","Forschungsgemeinschaft","4224637","","195","20170516004451"
"8784","Fundstätte","4224643","","356","20191103153356"
"8785","Fünfring","4224645","","250","20160729150411"
"8786","Galvanik","4224650","","142","20170524211543"
"8787","Galvanikindustrie","4224653","","152","20160126192517"
"8788","Gefahrstoffverordnung","4224658","","234","20160729150414"
"8789","Gerichtsmedizin","4225094","","311","20191016100303"
"8790","Gesamtgröße","4225102","","228","20191016100304"
"8791","Gesichtsfarbe","4225105","","224","20191016100305"
"8792","Gewöhnung","4225381","","171","20190316233607"
"8793","Glühröhrchenprobe","4225407","","199","20160729150453"
"8794","Graphitrohrtechnik","4225409","","189","20160126192541"
"8795","Haftungseigenschaft","4225532","","183","20200609194308"
"8796","Halbleiteranwendung","4225534","","159","20160126192549"
"8797","Halbleitereigenschaft","4225540","","174","20160126192550"
"8798","Hauptrolle","4225564","","301","20191016100311"
"8799","Holzwirtschaft","4225580","","190","20170524211556"
"8800","Hydrochemie","4225710","","136","20190314071841"
"8801","Höhenlage","4225834","","127","20170516004535"
"8802","Inaktivierung","4225847","","158","20190316233625"
"8803","Instrumentalisierung","4226224","","231","20190731200318"
"8804","Kabale","4226467","","319","20191016100326"
"8805","Kriminalautorin","4226500","","80","20131219154334"
"8806","Kriminalgeschichte","4226501","","236","20191017105055"
"8807","Kupferlegierung","4226504","","184","20190319034353"
"8808","Landarztgattin","4227350","","141","20190319034410"
"8809","Lichteinwirkung","4227394","","171","20190319034414"
"8810","Lichtmenge","4227395","","192","20190319034415"
"8811","Lungenkrankheit","4227697","","367","20200614080740"
"8812","Malerfarbe","4227775","","440","20191125153951"
"8813","Mangelerscheinung","4227787","","164","20190319034423"
"8814","Marquise","4227790","","350","20170618154720"
"8815","Massenspektrometrie","4228732","","144","20190319034427"
"8816","Massenvergiftung","4228744","","145","20190319034428"
"8817","Methylgruppe","4228790","","194","20170524211652"
"8818","Molekularstrahlepitaxie","4229473","","173","20190319034441"
"8819","Mästung","4229480","","155","20170516004727"
"8820","Neutronenaktivierungsanalyse","4229942","","163","20190319034445"
"8821","Oxidationsstärke","4229962","","205","20161114204948"
"8822","Phytosanierung","4229977","","193","20190314071940"
"8823","Sanierung","4229978","","253","20191016100420"
"8824","Prophylaxe","4230730","","165","20191016100536"
"8825","Protagonistin","4230737","","162","20170524211737"
"8826","Präparation","4230753","","439","20191019095502"
"8827","Psoriasis","4230765","","165","20170618154735"
"8828","Raffinerieproduktion","4230775","","146","20190319034453"
"8829","Reparatur","4230796","","233","20191016100539"
"8830","Schichtstruktur","4231088","","134","20190319034457"
"8831","Schlafkrankheit","4231095","","187","20190319034458"
"8832","Schriftstellerin","4231115","","245","20191016100550"
"8833","Schrotkugel","4231116","","332","20200101085309"
"8834","Schwefelverbindung","4231118","","263","20191016100551"
"8835","Serienmörderin","4231164","","232","20191016100553"
"8836","Sesselkonformation","4231171","","203","20190319034504"
"8837","Wannenkonformation","4231176","","201","20190319034505"
"8838","Signaltransduktion","4231238","","160","20190319034507"
"8839","Transduktion","4231240","","94","20131223153205"
"8840","Silberlagerstätte","4231241","","343","20191103153458"
"8841","Speziation","4231265","","68","20131223160422"
"8842","Spitzenhaube","4231270","","111","20170516004810"
"8843","Stoffklasse","4231294","","197","20190319034512"
"8844","Stärkung","4231314","","242","20190915190038"
"8845","Synthetase","4231391","","148","20191005124013"
"8846","Klamotte","4231454","","746","20200703155749"
"8847","Thermalquelle","4231680","","155","20190319034522"
"8848","Todesursache","4231693","","221","20191016100604"
"8849","Übereinanderlagerung","4231719","","84","20131224094918"
"8850","Verfilmung","4231724","","176","20170524211800"
"8851","Verstoffwechslung","4231726","","121","20160126192838"
"8852","Vorüberlung","4231730","","71","20131224102236"
"8853","Wachstumsstörung","4231731","","205","20190319034529"
"8854","Wasserhyazinthe","4231732","","163","20190319034530"
"8855","Weiterentwicklung","4231737","","194","20190319034531"
"8856","Gentechnik","4232266","","221","20191016100639"
"8857","Abrasionsbeständigkeit","4233311","","178","20190715194921"
"8858","Alopezie","4233314","","120","20170524211840"
"8859","Autoimmunthyreoiditis","4233321","","122","20160729151158"
"8860","Kuller","4233333","","368","20191017105456"
"8861","Bauform","4233568","","184","20190319034617"
"8862","Bearbeitbarkeit","4233569","","157","20190316233908"
"8863","Begünstigung","4233804","","260","20190316233910"
"8864","Blasenbildung","4234011","","155","20190319034623"
"8865","Boxerin","4234210","","204","20191016100941"
"8866","Brauer","4234266","","546","20191012124628"
"8867","Brauhefe","4234295","","114","20190319034624"
"8868","Brünierung","4234344","","200","20191112080601"
"8869","Büchner","4234346","","95","20191012124629"
"8870","Dampfphase","4234361","","128","20190319034627"
"8871","Darmschleimhaut","4234365","","339","20191016100948"
"8872","Defektelektron","4234366","","179","20190319034628"
"8873","Deiodase","4234373","","98","20160912025806"
"8874","Deiodierung","4234378","","71","20131227112514"
"8875","Dermatitis","4234382","","227","20191016100952"
"8876","Elektronenfehlstelle","4234662","","195","20190319034631"
"8877","Fehlstelle","4234663","","117","20170524211915"
"8878","Entzündungsaktivität","4234667","","549","20191103152636"
"8879","Ernährungsmedizin","4234669","","185","20180510034545"
"8880","Ernährungsphysiologie","4234671","","170","20180510034530"
"8881","Forschergruppe","4234676","","208","20170524211915"
"8882","Fortbewegungsart","4235755","","181","20191016101010"
"8883","Fortbewegung","4235770","","169","20191016101012"
"8884","Gallensäure","4235777","","252","20170524211938"
"8885","Gammastrahlenenquelle","4235778","","142","20190319034706"
"8886","Glutathionperoxidase","4235779","","187","20190319034707"
"8887","Fotogenität","4236116","","574","20191019161937"
"8888","Photogenität","4236117","","202","20200708194047"
"8889","Halbleiterherstellung","4236329","","174","20160427231916"
"8890","Herzinsuffizienz","4236334","","295","20191016101037"
"8891","Optimistin","4236597","","185","20200706190710"
"8892","Homotaurocholsäure","4236699","","85","20160729151430"
"8893","Hypothyreose","4236702","","202","20191215170412"
"8894","Isoform","4236718","","124","20160912023428"
"8895","Kardiomyopathie","4236722","","133","20170524211953"
"8896","Kontrasterhöhung","4236932","","141","20190319034736"
"8897","Kontrollgruppe","4236933","","269","20191231135252"
"8898","Krebsart","4236940","","229","20191016101109"
"8899","Krebsmedizin","4236942","","126","20190319034738"
"8900","Kreislauferkrankung","4236943","","179","20190319034739"
"8901","Kristallfehlstelle","4236944","","136","20190319034740"
"8902","Kristallnadel","4236945","","126","20190319034741"
"8903","Lebensmittelergänzung","4237385","","142","20190319034748"
"8904","Leberdegeneration","4237386","","159","20190319034749"
"8905","Degeneration","4237388","","339","20191016101119"
"8906","Leberzirrhose","4237389","","171","20190319034751"
"8907","Lipidmembrane","4237391","","126","20190319034752"
"8908","Membrane","4237392","","159","20170618154809"
"8909","Löcherleitung","4237395","","162","20190319034754"
"8910","Mangelversorgung","4237400","","133","20190319034755"
"8911","Metastudie","4237408","","109","20190314072154"
"8912","Mineralklasse","4237415","","146","20190319034758"
"8913","Mitochondrienmatrix","4237427","","186","20190319034800"
"8914","Muskeldystrophie","4237428","","211","20190319034801"
"8915","Dystrophie","4237429","","143","20170516005311"
"8916","Myodystrophie","4237430","","138","20190314072155"
"8917","Myoglobinurie","4237436","","139","20190316234048"
"8918","Myopathie","4237439","","204","20190318011344"
"8919","Nahrungsergänzung","4237833","","144","20190319034807"
"8920","Nickelherstellung","4237842","","138","20190319034811"
"8921","Organoselenverbindung","4237848","","124","20160729151628"
"8922","Pankreasfunktion","4237849","","159","20190319034813"
"8923","Paradiesnuss","4237850","","189","20190319034814"
"8924","Pharmainformation","4237852","","128","20140101102645"
"8925","Prostatakrebshäufigkeit","4237853","","167","20190319034816"
"8926","Prävalenz","4237860","","538","20200709204451"
"8927","Rhabdomyolyse","4237861","","139","20170618154812"
"8928","Rhabdomyopathie","4237863","","105","20150827182358"
"8929","Schilddrüsenunterfunktion","4237900","","247","20190319034821"
"8930","Schutzwirkung","4237902","","196","20190319034822"
"8931","Schwefelsäurefabrik","4237908","","146","20190319034823"
"8932","Schwefelsäureherstellung","4237909","","161","20190319034824"
"8933","Schweißnaht","4237910","","101","20170524212021"
"8934","Selenhefe","4237928","","114","20190319034833"
"8935","Selenmangelkrankheit","4237961","","178","20190319034838"
"8936","Selenophosphatase","4237987","","148","20190314072204"
"8937","Selenose","4237990","","106","20160729151652"
"8938","Selenphosphatsynthetase","4237994","","113","20160729151654"
"8939","Selenquelle","4237997","","126","20190319034842"
"8940","Selensupplementierung","4238304","","163","20190319034901"
"8941","Selensäure","4238305","","204","20190319034902"
"8942","Selenunterversorgung","4238308","","156","20190319034905"
"8943","Unterversorgung","4238309","","235","20191016101146"
"8944","Selenverbindung","4238310","","219","20191016101147"
"8945","Sonnenstrahlung","4238333","","214","20190319034909"
"8946","Strahlungsquelle","4238356","","151","20190319034911"
"8947","Thyreoiditis","4238515","","150","20170516005432"
"8948","Tierernährung","4238519","","131","20190319034914"
"8949","Viruslast","4238530","","646","20200311145831"
"8950","Vorbeugung","4238533","","736","20191016101153"
"8951","Weißmuskelkrankheit","4238538","","164","20190319034916"
"8952","Zunft","4238557","","457","20191017105708"
"8953","Beruhigung","4239578","","264","20191016101228"
"8954","Bromgewinnung","4239597","","117","20190319034945"
"8955","Bromidlösung","4239600","","129","20190319034947"
"8956","Bromsäure","4239605","","191","20190319034949"
"8957","Bromverbindung","4239606","","215","20191016101230"
"8958","Fotoindustrie","4240106","","218","20190319034955"
"8959","Ionenchromatografie","4240125","","176","20190319034959"
"8960","Ionenaustauschchromatographie","4240126","","160","20190319035000"
"8961","Kaliumverbindung","4240129","","250","20191016101242"
"8962","Meeresalge","4240135","","199","20180401050334"
"8963","Mutterlauge","4240185","","140","20190319035004"
"8964","Organobromverbindung","4240194","","152","20190408063546"
"8965","Perbromsäure","4240198","","159","20190314072253"
"8966","Salzsole","4240264","","129","20190319035009"
"8967","Salzwiese","4240265","","400","20200101065315"
"8968","Schwerlöslichkeit","4240341","","116","20190316234140"
"8969","Speziierung","4240345","","74","20160729152047"
"8970","Abdampfrate","4241000","","115","20190319035024"
"8971","Comicfigur","4241016","","289","20200511175633"
"8972","Computertomographie","4241020","","230","20191016101304"
"8973","Emissionsquelle","4241031","","149","20190319035029"
"8974","Fluorverbindung","4241151","","200","20191016101309"
"8975","Kryptonverbindung","4241217","","145","20190319035041"
"8976","Leuchtstofflampe","4241221","","255","20191231172913"
"8977","Magnetresonanztomographie","4241225","","238","20170524212136"
"8978","Messstation","4241229","","281","20191231194127"
"8979","Nobelpreisrede","4241239","","147","20190319035045"
"8980","Röntgenstrahlung","4241340","","280","20191016101313"
"8981","Sauerstoffspur","4241342","","112","20190319035049"
"8982","Strukturanalyse","4241832","","346","20191104151822"
"8983","Szintillation","4241835","","298","20190521173556"
"8984","Vorionisation","4241840","","141","20190314072326"
"8985","Wiederaufarbeitung","4241844","","180","20190319035105"
"8986","Wiederaufarbeitungsanlage","4241847","","209","20170516005626"
"8987","Xenonverbindung","4241854","","142","20190319035109"
"8988","Zerfallsreihe","4241856","","221","20170524212150"
"8989","Emissionslinie","4242158","","140","20190319035123"
"8990","Inertgasatmosphäre","4242261","","144","20190917202135"
"8991","Laserkühlung","4242263","","145","20190319035128"
"8992","Rubidiumuhr","4242326","","273","20191002025828"
"8993","Rubidiumverbindung","4242333","","148","20190319035155"
"8994","Trächtigkeit","4242349","","187","20190316234321"
"8995","Vakuumröhre","4242350","","235","20190319035156"
"8996","Aluminiumindustrie","4242789","","245","20191016101417"
"8997","Aluminiumverhüttung","4242790","","121","20190319035215"
"8998","Atombombenexplosion","4242826","","237","20200306050514"
"8999","Aussendung","4242831","","374","20190509025753"
"9000","Beseitigung","4242839","","294","20191109163144"
"9001","Betastrahlung","4242840","","247","20191016101425"
"9002","Dauerform","4242871","","280","20191109164910"
"9003","Dickenmessung","4242891","","119","20190319035227"
"9004","Elektrokeramik","4242951","","145","20171120021606"
"9005","Flammenfarbe","4242970","","121","20190319035231"
"9006","Formeleinheit","4242972","","156","20190319035232"
"9007","Fremdbeimengung","4242979","","221","20190319035235"
"9008","Gießerei","4243085","","403","20200108200054"
"9009","Glasampulle","4243087","","181","20191016101432"
"9010","Grundierung","4243090","","110","20170524212218"
"9011","Grundwasserkontamination","4243092","","224","20190319035243"
"9012","Halogenwasserstoffsäure","4243331","","212","20190319035250"
"9013","Handelsform","4243333","","157","20160327120938"
"9014","Hochtemperaturmodifikation","4244057","","143","20190319035257"
"9015","Häufung","4244076","","269","20191104183053"
"9016","Injektionslösung","4244077","","173","20190319035258"
"9017","Inkorporation","4244081","","132","20170516005728"
"9018","Kathodenstrahlröhre","4244091","","160","20190319035259"
"9019","Kernenergie","4244092","","315","20191016101511"
"9020","Knochenmetastase","4244102","","155","20190319035304"
"9021","Knochentumor","4244104","","203","20190319035305"
"9022","Koordinationsstörung","4244106","","227","20190319035306"
"9023","Kristallform","4244107","","146","20190319035307"
"9024","Landesregierung","4244110","","237","20191231161145"
"9025","Lähmungserscheinung","4244130","","542","20191104163419"
"9026","Meeresschicht","4244152","","105","20190319035311"
"9027","Merkwürdigkeit","4244159","","217","20191016101516"
"9028","Naturgeschichte","4244164","","313","20191016101518"
"9029","Nebenschilddrüse","4244167","","251","20190314072338"
"9030","Nuklearanlage","4244189","","170","20190319035313"
"9031","Organometallchemie","4244191","","142","20190704225750"
"9032","Pharmazie","4244210","","213","20191016101519"
"9033","Ranelicsäure","4244214","","101","20160427232653"
"9034","Salzbildung","4244443","","171","20190319035321"
"9035","Schwachheit","4244825","","115","20170524212304"
"9036","Siliciumlegierung","4244827","","84","20191010133428"
"9037","Siliziumlegierung","4244828","","113","20190319035338"
"9038","Standarddosis","4244832","","150","20190319035340"
"9039","Strontiumlagerstätte","4244838","","166","20190319035344"
"9040","Strontiumverbindung","4244861","","150","20190319035401"
"9041","Verabschiedung","4244868","","589","20191016101531"
"9042","Wanderungsbewegung","4244879","","210","20200126000048"
"9043","Zerfallsenergie","4244898","","185","20180312101738"
"9044","Clusterverbindung","4245413","","132","20190319035418"
"9045","Maßeinheit","4245640","","157","20191016101622"
"9046","Fernsehbildröhre","4245717","","146","20190319035425"
"9047","Heizleiterlegierung","4245728","","151","20190319035430"
"9048","Ionenquelle","4245730","","193","20190319035431"
"9049","Kornfeinung","4245731","","127","20140110115455"
"9050","Radarröhre","4245744","","140","20190319035434"
"9051","Radioimmuntherapie","4245745","","153","20190314072414"
"9052","Immuntherapie","4245747","","129","20170524212326"
"9053","Radionuklidtherapie","4245760","","185","20190319035436"
"9054","Radiosynoviorthese","4245763","","197","20190314072416"
"9055","Reaktortechnik","4245829","","184","20190319035437"
"9056","Schließung","4245834","","641","20200216112724"
"9057","Borussia","4256284","","1843","20190930114703"
"9058","Seltenerde","4259736","","112","20190319035556"
"9059","Nachtmusik","4259786","","200","20190319035559"
"9060","Yttererde","4261744","","121","20170524213245"
"9061","Yttriumverbindung","4261756","","146","20190319035614"
"9062","Zirconiumlegierung","4261758","","116","20190319035617"
"9063","Adäquatheit","4261764","","273","20191016102959"
"9064","Abwasseranlage","4261923","","189","20190319035629"
"9065","Bruchzähigkeit","4261946","","132","20160427233136"
"9066","Filmtechnik","4262604","","295","20191016103022"
"9067","Gewehrkugel","4262637","","395","20191016103023"
"9068","Hafniumverbindung","4262638","","146","20190319035700"
"9069","Hochleistungskeramik","4262674","","172","20200604040654"
"9070","Hydrozirconierung","4262681","","88","20160729153522"
"9071","Lanthanoidenkontraktion","4262718","","174","20190319035705"
"9072","Metalloberfläche","4262829","","133","20190319035709"
"9073","Mineralanalyse","4262831","","171","20190319035710"
"9074","Problemlösung","4266449","","163","20190319035715"
"9075","Pulverform","4266450","","269","20200709210341"
"9076","Haifischflossensuppe","4266924","","274","20191016103457"
"9077","Temperaturänderung","4279709","","208","20191016104624"
"9078","Verlagsgesellschaft","4279747","","113","20190319035743"
"9079","Wasserstoffbildung","4279792","","139","20190319035747"
"9080","Wasserströmung","4279793","","127","20190319035748"
"9081","Weißgerbung","4279795","","138","20170516010107"
"9082","Weltjahresförderung","4279798","","131","20190319035749"
"9083","Wägeform","4279799","","234","20190319035750"
"9084","Zahntechnik","4279806","","231","20191016104626"
"9085","Zirconiumverbindung","4279841","","150","20190319035810"
"9086","Dumpfheit","4280533","","306","20191007173142"
"9087","Betriebstemperatur","4280610","","161","20180401023007"
"9088","Bimetallmünze","4280613","","151","20190319035814"
"9089","Eisenbasislegierung","4280644","","129","20190319035815"
"9090","Festkörperphysik","4280650","","244","20191016104705"
"9091","Gasturbine","4280653","","264","20191016104707"
"9092","Große","4280660","","287","20191001100753"
"9093","Einweisung","4280689","","331","20191007173150"
"9094","Emphase","4280690","","415","20191005124328"
"9095","Frühgeborene","4280732","","823","20191007173153"
"9096","Halogenglühlampe","4281272","","128","20190319035832"
"9097","Hitzebeständigkeit","4281275","","139","20190319035833"
"9098","Kavität","4281284","","432","20191103152924"
"9099","Lasertechnik","4281287","","232","20191016104730"
"9100","Nichteisenlegierung","4281307","","153","20200522051148"
"9101","Nioblegierung","4281314","","130","20190319035845"
"9102","Nukleartechnik","4281316","","118","20190928071224"
"9103","Passivschicht","4281321","","130","20190319035849"
"9104","Personifikation","4281322","","183","20200708174741"
"9105","Raketendüse","4281328","","164","20160811114053"
"9106","Spannungsfestigkeit","4281335","","179","20200323194651"
"9107","Superlegierung","4281337","","159","20190314072631"
"9108","Synthesis","4281338","","133","20190928071225"
"9109","Tantalsäure","4281416","","89","20160729153835"
"9110","Vakuumröhrentechnik","4281418","","125","20190319035858"
"9111","Wolframglühwendel","4281427","","171","20190319035859"
"9112","Glühwendel","4281428","","146","20190319035900"
"9113","Wärmestrahlung","4281431","","192","20190319035901"
"9114","Aachenerin","4281845","","389","20191116093516"
"9115","Lastschrift","4281884","","246","20191014121635"
"9116","Lerntherapie","4281887","","153","20190319035906"
"9117","Nutzungsbedingung","4281938","","172","20190319035912"
"9118","Produktregistrierung","4281961","","123","20190319035913"
"9119","Sprachberatung","4282306","","232","20200101125309"
"9120","Startseite","4282314","","189","20190319035931"
"9121","Zahlungsart","4282318","","193","20190513214125"
"9122","Biosynthese","4282377","","279","20191016104804"
"9123","Harnsäurebildung","4282982","","119","20190319035948"
"9124","Heteropolysäure","4282984","","108","20160729153942"
"9125","Koppel","4282991","","296","20191012124846"
"9126","Kupferherstellung","4282997","","117","20190319035954"
"9127","Lebervergrößerung","4282999","","200","20190319035955"
"9128","Mammographie","4283001","","162","20170618155110"
"9129","Metalllegierung","4283003","","232","20191231194249"
"9130","Metallschicht","4283007","","110","20190319035957"
"9131","Metallurgietechnik","4283018","","146","20190319035958"
"9132","Nitratreduktase","4284725","","195","20190319040014"
"9133","Nährstoffzufuhr","4284727","","114","20190319040015"
"9134","Ölverarbeitung","4284753","","112","20190319040017"
"9135","Röntgendiagnostik","4284869","","200","20170524214515"
"9136","Schwefelentfernung","4284879","","136","20190319040022"
"9137","Sulfitoxidase","4284926","","166","20190319040027"
"9138","Tageszufuhr","4285073","","170","20180401051941"
"9139","Wasserbleierde","4285109","","90","20190928071230"
"9140","Weltproduktion","4285111","","167","20190319040029"
"9141","Abklingzeit","4285266","","222","20170717135704"
"9142","Abzugshaube","4285291","","125","20190928071231"
"9143","Aufspaltung","4285496","","247","20191016105050"
"9144","Ausrichtung","4285499","","274","20191016105051"
"9145","Autlerin","4285501","","242","20200401005041"
"9146","Befürchtung","4285698","","291","20191123110228"
"9147","Betastrahlenquelle","4285701","","93","20140124113010"
"9148","Bremsstrahlung","4285704","","285","20191016105105"
"9149","Calciumablagerung","4285709","","138","20190319040041"
"9150","Eindringtiefe","4285728","","190","20190319040042"
"9151","Einzeldosis","4285926","","155","20190314072709"
"9152","Formation","4285991","","221","20191016105125"
"9153","Großschreibung","4286118","","232","20191016105149"
"9154","Kleinschreibung","4286121","","271","20191016105149"
"9155","Schreibung","4286124","","296","20200428122437"
"9156","Verwunderung","4286422","","339","20191016105205"
"9157","Halsregion","4287043","","104","20190319040103"
"9158","Finanzierung","4287246","","568","20191016105248"
"9159","Einigung","4287262","","209","20191016105250"
"9160","Kooperation","4287278","","195","20191016105253"
"9161","Innenstadt","4287284","","339","20200128191902"
"9162","Abgeordnete","4287308","","335","20191016105257"
"9163","Äußerung","4287849","","359","20191016105327"
"9164","Ionisationsenergie","4287897","","149","20170524214637"
"9165","Isobarenregel","4287901","","189","20190319040128"
"9166","Kernspinresonanz","4287902","","258","20191016105332"
"9167","Weltgeschichte","4287974","","216","20190319040133"
"9168","Molekülstruktur","4287978","","138","20190319040134"
